        35.0     34012510     1.661510     0.611000     0.108769   -999   -999   -999   -999   -999     0.605507     0.005493  
ZONE T="005 TC1 R.1.TC1.02 HL6_RANS_4e "
        10.0    101719720     1.244466     0.155890    -0.111765   -999   -999   -999   -999   -999     0.147192     0.008698  
        15.0    101719720     1.558448     0.216237    -0.082180   -999   -999   -999   -999   -999     0.207108     0.009129  
        20.0    101719720     1.868037     0.292631    -0.070788   -999   -999   -999   -999   -999     0.283282     0.009349  
        25.0    101719720     2.142846     0.377128    -0.060218   -999   -999   -999   -999   -999     0.367832     0.009296  
        30.0    101719720     1.990822     0.467365    -0.027967   -999   -999   -999   -999   -999     0.459466     0.007899  
        35.0    101719720     1.661657     0.609363     0.102357   -999   -999   -999   -999   -999     0.603811     0.005552  
ZONE T="005 TC1 R.1.TC1.02 HL6_RANS_4f "
        10.0    323271646     1.244303     0.155715    -0.112043   -999   -999   -999   -999   -999     0.147056     0.008659  
        15.0    323271646     1.557417     0.215932    -0.082113   -999   -999   -999   -999   -999     0.206835     0.009097  
        20.0    323271646     1.866861     0.292238    -0.070551   -999   -999   -999   -999   -999     0.282924     0.009314  
        25.0    323271646     2.140028     0.375937    -0.059671   -999   -999   -999   -999   -999     0.366662     0.009275  
        30.0    323271646     2.091493     0.468836     0.017038   -999   -999   -999   -999   -999     0.460999     0.007837  
        35.0    323271646     1.646810     0.608433     0.093271   -999   -999   -999   -999   -999     0.602968     0.005465  
